id,DOI,URL,abstract,alternative_id,archive,article_number,container_title,created_date_parts,created_date_time,created_timestamp,deposited_date_parts,deposited_date_time,deposited_timestamp,indexed_date_parts,indexed_date_time,indexed_timestamp,is_referenced_by_count,issue,issued,issued_date_parts,issued_date_time,issued_timestamp,language,member,original_title,page,prefix,published_online_date_parts,published_online_date_time,published_online_timestamp,published_print_date_parts,published_print_date_time,published_print_timestamp,publisher,publisher_location,reference_count,references_count,score,short_container_title,short_title,source,subtitle,title,type,update_policy,volume,fk
86,10.1086/286097,http://dx.doi.org/10.1086/286097,NULL,10.1086/286097,NULL,NULL,The American Naturalist,7/26/2002,2002-07-26 17:14:00,1.03E+12,4/7/2018,2018-04-07 00:00:00,1.52E+12,3/27/2020,2020-03-27 07:46:00,1.59E+12,27,1,NULL,1998/1,NULL,NULL,en,200,None,6-Jan,10.1086,NULL,NULL,NULL,1998/1,NULL,NULL,University of Chicago Press,NULL,0,0,1,The American Naturalist,None,Crossref,None,Wherefore and Whither the Naturalist?,journal-article,NULL,151,86
87,10.1016/s0196-0644(98)70277-x,http://dx.doi.org/10.1016/s0196-0644(98)70277-x,NULL,S019606449870277X,NULL,NULL,Annals of Emergency Medicine,11/5/2005,2005-11-05 12:38:00,1.13E+12,1/21/2019,2019-01-21 07:26:00,1.55E+12,6/19/2020,2020-06-19 15:23:00,1.59E+12,86,1,NULL,1998/1,NULL,NULL,en,78,None,30-35,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,21,21,1,Annals of Emergency Medicine,None,Crossref,None,Comparison of Treatment of Supraventricular Tachycardia by Valsalva Maneuver and Carotid Sinus Massage,journal-article,NULL,31,87
88,10.1136/bmj.316.7124.6,http://dx.doi.org/10.1136/bmj.316.7124.6,NULL,NULL,NULL,NULL,BMJ,10/27/2011,2011-10-27 23:50:00,1.32E+12,12/24/2016,2016-12-24 16:31:00,1.48E+12,3/24/2020,2020-03-24 21:19:00,1.59E+12,1,7124,NULL,1/3/1998,NULL,NULL,en,239,None,6-Jun,10.1136,NULL,NULL,NULL,1/3/1998,NULL,NULL,BMJ,NULL,0,0,1,BMJ,None,Crossref,None,1948: a turbulent gestation for the NHS,journal-article,NULL,316,88
89,10.1136/bmj.316.7124.26,http://dx.doi.org/10.1136/bmj.316.7124.26,NULL,NULL,NULL,NULL,BMJ,10/27/2011,2011-10-27 23:50:00,1.32E+12,12/24/2016,2016-12-24 09:46:00,1.48E+12,2/25/2020,2020-02-25 00:24:00,1.58E+12,45,7124,NULL,1/3/1998,NULL,NULL,en,239,None,26-29,10.1136,NULL,NULL,NULL,1/3/1998,NULL,NULL,BMJ,NULL,0,0,1,BMJ,None,Crossref,None,Preventing fatal diseases increases healthcare costs: cause elimination life table approach,journal-article,NULL,316,89
90,10.1038/34289,http://dx.doi.org/10.1038/34289,NULL,BF34289,NULL,NULL,Nature,7/26/2002,2002-07-26 08:37:00,1.03E+12,3/18/2019,2019-03-18 21:58:00,1.55E+12,3/31/2020,2020-03-31 01:58:00,1.59E+12,5,6663,NULL,1998/1,NULL,NULL,en,297,None,123-124,10.1038,NULL,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,12,12,1,Nature,None,Crossref,None,Neutrino deficit challenges conservation laws,journal-article,NULL,391,90
91,10.1038/34320,http://dx.doi.org/10.1038/34320,NULL,BF34320,NULL,NULL,Nature,7/26/2002,2002-07-26 08:37:00,1.03E+12,2/17/2020,2020-02-17 18:13:00,1.58E+12,2/18/2020,2020-02-18 05:15:00,1.58E+12,7,6663,NULL,1998/1,NULL,NULL,en,297,None,133-134,10.1038,NULL,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,11,11,1,Nature,None,Crossref,None,Takhtajania perrieri rediscovered,journal-article,NULL,391,91
92,10.1038/34325,http://dx.doi.org/10.1038/34325,NULL,BF34325,NULL,NULL,Nature,7/26/2002,2002-07-26 08:37:00,1.03E+12,3/18/2019,2019-03-18 21:57:00,1.55E+12,3/30/2020,2020-03-30 10:43:00,1.59E+12,153,6663,NULL,1998/1,NULL,NULL,en,297,None,135-136,10.1038,NULL,NULL,NULL,1998/1,NULL,NULL,Springer Science and Business Media LLC,NULL,8,8,1,Nature,None,Crossref,None,Ancient trees in Amazonia,journal-article,NULL,391,92
93,10.1056/nejm199801153380306,http://dx.doi.org/10.1056/nejm199801153380306,NULL,10.1056/NEJM199801153380306,NULL,NULL,New England Journal of Medicine,7/27/2002,2002-07-27 12:53:00,1.03E+12,11/2/2016,2016-11-02 14:59:00,1.48E+12,3/31/2020,2020-03-31 09:31:00,1.59E+12,1,3,NULL,1/15/1998,NULL,NULL,en,150,None,170-170,10.1056,NULL,NULL,NULL,1/15/1998,NULL,NULL,Massachusetts Medical Society,NULL,0,0,1,N Engl J Med,None,Crossref,None,Fetal Micturition,journal-article,NULL,338,93
94,10.1002/(sici)1098-2302(199801)32:1<37::aid-dev4>3.0.co;2-u,http://dx.doi.org/10.1002/(sici)1098-2302(199801)32:1<37::aid-dev4>3.0.co;2-u,NULL,NULL,NULL,NULL,Developmental Psychobiology,8/25/2002,2002-08-25 15:52:00,1.03E+12,7/31/2018,2018-07-31 05:42:00,1.53E+12,3/25/2020,2020-03-25 13:37:00,1.59E+12,11,1,NULL,1998/1,NULL,NULL,en,311,None,37-44,10.1002,NULL,NULL,NULL,1998/1,NULL,NULL,Wiley,NULL,38,38,1,Dev. Psychobiol.,None,Crossref,None,"Shyness and little boy blue: Iris pigmentation, gender, and social wariness in preschoolers",journal-article,NULL,32,94
95,10.1111/j.1553-2712.1998.tb02566.x,http://dx.doi.org/10.1111/j.1553-2712.1998.tb02566.x,NULL,NULL,NULL,NULL,Academic Emergency Medicine,3/10/2010,2010-03-10 17:48:00,1.27E+12,2/27/2019,2019-02-27 04:27:00,1.55E+12,5/5/2020,2020-05-05 22:43:00,1.59E+12,23,1,NULL,1998/1,NULL,NULL,en,311,None,8-Apr,10.1111,NULL,NULL,NULL,1998/1,NULL,NULL,Wiley,NULL,15,15,1,None,None,Crossref,None,Refusal of Out-of-hospital Medical Care: Effect of Medical-control Physician Assertiveness on Transport Rate,journal-article,NULL,5,95
96,10.1046/j.1469-8137.1997.00871.x,http://dx.doi.org/10.1046/j.1469-8137.1997.00871.x,NULL,10.1046/j.1469-8137.1997.00871.x,NULL,NULL,New Phytologist,3/12/2003,2003-03-12 15:24:00,1.05E+12,4/5/2017,2017-04-05 16:09:00,1.49E+12,4/14/2020,2020-04-14 14:03:00,1.59E+12,26,4,NULL,1997/12,NULL,NULL,en,311,None,691-702,10.1111,NULL,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,0,0,1,New Phytol,None,Crossref,None,Outcome of interactions between genets of two Suillus spp. and different Pinus sylvestris genotype combinations: identity and distribution of ectomycorrhizas and effects on early seedling growth in N-limited nursery soil,journal-article,NULL,137,96
97,10.1016/s0022-5347(01)63942-9,http://dx.doi.org/10.1016/s0022-5347(01)63942-9,NULL,10.1016/S0022-5347(01)63942-9,NULL,NULL,Journal of Urology,1/17/2006,2006-01-17 21:48:00,1.14E+12,6/26/2020,2020-06-26 09:42:00,1.59E+12,6/26/2020,2020-06-26 10:10:00,1.59E+12,177,2,NULL,1998/2,NULL,NULL,en,276,None,433-436,10.1097,NULL,NULL,NULL,1998/2,NULL,NULL,Ovid Technologies (Wolters Kluwer Health),NULL,45,45,1,Journal of Urology,None,Crossref,None,YOHIMBINE FOR ERECTILE DYSFUNCTION: A SYSTEMATIC REVIEW AND META-ANALYSIS OF RANDOMIZED CLINICAL TRIALS,journal-article,NULL,159,97
98,10.1097/00004836-199712000-00016,http://dx.doi.org/10.1097/00004836-199712000-00016,NULL,NULL,NULL,NULL,Journal of Clinical Gastroenterology,4/29/2003,2003-04-29 07:58:00,1.05E+12,6/26/2020,2020-06-26 19:32:00,1.59E+12,6/26/2020,2020-06-26 20:10:00,1.59E+12,51,4,NULL,1997/12,NULL,NULL,en,276,None,628-633,10.1097,NULL,NULL,NULL,1997/12,NULL,NULL,Ovid Technologies (Wolters Kluwer Health),NULL,14,14,1,Journal of Clinical Gastroenterology,None,Crossref,A Meta-analysis,Homeopathy for Postoperative Ileus?,journal-article,NULL,25,98
99,10.1007/bf01294726,http://dx.doi.org/10.1007/bf01294726,NULL,BF01294726,NULL,NULL,Journal of Neural Transmission,3/25/2005,2005-03-25 04:02:00,1.11E+12,4/6/2020,2020-04-06 13:49:00,1.59E+12,4/6/2020,2020-04-06 14:10:00,1.59E+12,183,12-Nov,NULL,1997/11,NULL,NULL,en,297,None,1259-1266,10.1007,NULL,NULL,NULL,1997/11,NULL,NULL,Springer Science and Business Media LLC,NULL,11,11,1,J. Neural Transmission,None,Crossref,None,The 5-HT transporter gene-linked polymorphic region (5-HTTLPR) in evolutionary perspective: Alternative biallelic variation in rhesus monkeys,journal-article,NULL,104,99
100,10.1016/s0167-8116(97)00022-0,http://dx.doi.org/10.1016/s0167-8116(97)00022-0,NULL,S0167811697000220,NULL,NULL,International Journal of Research in Marketing,5/12/2003,2003-05-12 23:55:00,1.05E+12,4/27/2019,2019-04-27 09:58:00,1.56E+12,5/27/2020,2020-05-27 04:03:00,1.59E+12,387,5,NULL,1997/12,NULL,NULL,en,78,None,473-486,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,26,26,1,International Journal of Research in Marketing,None,Crossref,None,Loyalty programs and their impact on repeat-purchase loyalty patterns,journal-article,NULL,14,100
101,10.1207/s15326934crj1004_4,http://dx.doi.org/10.1207/s15326934crj1004_4,NULL,10.1207/s15326934crj1004_4,NULL,NULL,Creativity Research Journal,12/12/2005,2005-12-12 17:51:00,1.13E+12,4/11/2020,2020-04-11 14:24:00,1.59E+12,6/12/2020,2020-06-12 11:46:00,1.59E+12,54,4,NULL,1997/10,NULL,NULL,en,301,None,325-335,10.108,NULL,NULL,NULL,1997/10,NULL,NULL,Informa UK Limited,NULL,28,28,1,Creativity Research Journal,None,Crossref,None,"Quantity, Quality, and Depth of Research as Influences on Scientific Eminence: Is Quantity Most Important?",journal-article,NULL,10,101
102,10.4039/ent1291009-6,http://dx.doi.org/10.4039/ent1291009-6,"<jats:title>Abstract</jats:title><jats:p>Arthropods associated with <jats:italic>Populus</jats:italic> coarse woody material (CWM) were sampled from aspen-mixedwood stands in north-central Alberta using rearings from wood bolts and flight-intercept traps attached to snags. More than 39 000 arthropod specimens were collected over 3 years, comprised mainly of Coleoptera, Diptera, Hymenoptera, and Acari. Detailed analyses are provided to compare the number of species, standardized abundance, and trophic structure between collecting methods for 257 saproxylic species of Coleoptera. Abundance of beetle species, from both rearings and window traps, and rarefaction estimates of species richness indicate little difference between methods with respect to expected number of species. However the abundance of particular beetle families differed significantly between methods, with the Aderidae, Anthicidae, and Scaphidiidae collected mainly in rearings and the Micropeplidae, Bostrichidae, Cephaloidae, Clambidae, Salpingidae, and Tenebrionidae more commonly collected with window traps. Fungivorous and predatory beetles were more abundant in CWM than wood borers, scavengers, or taxa with undetermined feeding habits, but the two methods revealed similar overall trophic structure. To census the variability in saproxylic arthropod faunas from CWM, a combination of collecting methods is recommended.</jats:p>",S0008347X00012104,NULL,NULL,The Canadian Entomologist,11/10/2009,2009-11-10 16:38:00,1.26E+12,4/22/2020,2020-04-22 06:56:00,1.59E+12,6/18/2020,2020-06-18 10:05:00,1.59E+12,56,6,NULL,1997/12,NULL,NULL,en,56,None,1009-1033,10.4039,5/31/2012,NULL,NULL,1997/12,NULL,NULL,Cambridge University Press (CUP),NULL,67,67,1,Can Entomol,None,Crossref,None,ARTHROPOD BIODIVERSITY FROM POPULUS COARSE WOODY MATERIAL IN NORTH-CENTRAL ALBERTA: A REVIEW OF TAXA AND COLLECTION METHODS,journal-article,NULL,129,102
103,10.1016/s0304-3959(97)00112-7,http://dx.doi.org/10.1016/s0304-3959(97)00112-7,NULL,NULL,NULL,NULL,Pain,7/26/2002,2002-07-26 00:05:00,1.03E+12,6/26/2020,2020-06-26 09:03:00,1.59E+12,6/26/2020,2020-06-26 09:40:00,1.59E+12,97,3,NULL,1997/12,NULL,NULL,en,276,None,309-317,10.1097,NULL,NULL,NULL,1997/12,NULL,NULL,Ovid Technologies (Wolters Kluwer Health),NULL,54,54,1,Pain,None,Crossref,,Mechanisms of referred visceral pain: uterine inflammation in the adult virgin rat results in neurogenic plasma extravasation in the skin,journal-article,NULL,73,103
104,10.1073/pnas.95.1.305,http://dx.doi.org/10.1073/pnas.95.1.305,NULL,NULL,NULL,NULL,Proceedings of the National Academy of Sciences,7/26/2002,2002-07-26 14:40:00,1.03E+12,6/15/2017,2017-06-15 06:35:00,1.50E+12,6/23/2020,2020-06-23 02:45:00,1.59E+12,247,1,NULL,1/6/1998,NULL,NULL,en,341,None,305-309,10.1073,NULL,NULL,NULL,1/6/1998,NULL,NULL,Proceedings of the National Academy of Sciences,NULL,26,26,1,Proceedings of the National Academy of Sciences,None,Crossref,None,Second gene for gonadotropin-releasing hormone in humans,journal-article,http://dx.doi.org/10.1073/pnas.cm10313,95,104
105,10.1002/(sici)1099-1573(199712)11:8<576::aid-ptr174>3.0.co;2-7,http://dx.doi.org/10.1002/(sici)1099-1573(199712)11:8<576::aid-ptr174>3.0.co;2-7,NULL,NULL,NULL,NULL,Phytotherapy Research,9/10/2002,2002-09-10 16:06:00,1.03E+12,8/4/2018,2018-08-04 00:53:00,1.53E+12,3/25/2020,2020-03-25 14:03:00,1.59E+12,18,8,NULL,1997/12,NULL,NULL,en,311,None,576-582,10.1002,NULL,NULL,NULL,1997/12,NULL,NULL,Wiley,NULL,0,0,1,Phytother. Res.,None,Crossref,None,Cardiovascular pharmacology of 3-n-butylphthalide in spontaneously hypertensive rats,journal-article,NULL,11,105
106,10.1023/a:1022869414679,http://dx.doi.org/10.1023/a:1022869414679,NULL,422303,NULL,NULL,Czechoslovak Journal of Physics,4/4/2003,2003-04-04 21:57:00,1.05E+12,12/28/2012,2012-12-28 20:09:00,1.36E+12,4/7/2020,2020-04-07 13:39:00,1.59E+12,33,12,NULL,1997,NULL,NULL,NULL,297,None,1207-1212,10.1007,NULL,NULL,NULL,1997,NULL,NULL,Springer Science and Business Media LLC,NULL,0,0,1,None,None,Crossref,None,None,journal-article,NULL,47,106
107,10.1146/annurev.ento.43.1.1,http://dx.doi.org/10.1146/annurev.ento.43.1.1,NULL,10.1146/annurev.ento.43.1.1,NULL,NULL,Annual Review of Entomology,7/27/2002,2002-07-27 11:43:00,1.03E+12,1/16/2017,2017-01-16 23:48:00,1.48E+12,6/29/2020,2020-06-29 10:04:00,1.59E+12,354,1,NULL,1998/1,NULL,NULL,en,22,None,16-Jan,10.1146,NULL,NULL,NULL,1998/1,NULL,NULL,Annual Reviews,NULL,7,7,1,Annu. Rev. Entomol.,None,Crossref,None,"Golden Age of Insecticide Research: Past, Present, or Future?",journal-article,NULL,43,107
108,10.1146/annurev.ento.43.1.619,http://dx.doi.org/10.1146/annurev.ento.43.1.619,NULL,10.1146/annurev.ento.43.1.619,NULL,NULL,Annual Review of Entomology,7/27/2002,2002-07-27 11:43:00,1.03E+12,3/5/2020,2020-03-05 09:40:00,1.58E+12,5/16/2020,2020-05-16 01:46:00,1.59E+12,146,1,NULL,1998/1,NULL,NULL,en,22,None,619-643,10.1146,NULL,NULL,NULL,1998/1,NULL,NULL,Annual Reviews,NULL,152,152,1,Annu. Rev. Entomol.,None,Crossref,None,EVOLUTION AND ECOLOGY OF SPIDER COLORATION,journal-article,NULL,43,108
109,10.1136/jamia.1998.0050104,http://dx.doi.org/10.1136/jamia.1998.0050104,NULL,NULL,NULL,NULL,Journal of the American Medical Informatics Association,3/29/2011,2011-03-29 21:11:00,1.3E+12,8/23/2017,2017-08-23 17:46:00,1.50E+12,6/22/2020,2020-06-22 20:43:00,1.59E+12,206,1,NULL,1/1/1998,NULL,NULL,en,286,None,104-111,10.1093,NULL,NULL,NULL,1/1/1998,NULL,NULL,Oxford University Press (OUP),NULL,7,7,1,Journal of the American Medical Informatics Association,None,Crossref,None,Guidelines for the Clinical Use of Electronic Mail with Patients,journal-article,NULL,5,109
110,10.1606/1044-3894.1802,http://dx.doi.org/10.1606/1044-3894.1802,NULL,10.1606/1044-3894.1802,NULL,NULL,Families in Society: The Journal of Contemporary Social Services,4/30/2013,2013-04-30 01:17:00,1.37E+12,2/15/2019,2019-02-15 05:27:00,1.55E+12,3/29/2020,2020-03-29 02:46:00,1.59E+12,3,1,NULL,1998/2,NULL,NULL,en,179,None,83-92,10.1177,6/22/2018,NULL,NULL,1998/2,NULL,NULL,SAGE Publications,NULL,29,29,1,Families in Society,None,Crossref,None,Economic Well-Being in a Youth Cohort,journal-article,NULL,79,110
111,10.1016/s1359-0286(97)80009-5,http://dx.doi.org/10.1016/s1359-0286(97)80009-5,NULL,S1359028697800095,NULL,NULL,Current Opinion in Solid State and Materials Science,7/25/2002,2002-07-25 16:47:00,1.03E+12,4/25/2019,2019-04-25 16:50:00,1.56E+12,3/30/2020,2020-03-30 20:16:00,1.59E+12,13,6,NULL,1997/12,NULL,NULL,en,78,None,678-682,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,50,50,1,Current Opinion in Solid State and Materials Science,None,Crossref,None,Polymer architecture influence on rheology,journal-article,NULL,2,111
112,10.1001/jama.279.3.222,http://dx.doi.org/10.1001/jama.279.3.222,NULL,NULL,NULL,NULL,JAMA,3/18/2003,2003-03-18 11:14:00,1.05E+12,12/15/2016,2016-12-15 17:57:00,1.48E+12,4/14/2020,2020-04-14 23:24:00,1.59E+12,98,3,NULL,1/21/1998,NULL,NULL,en,10,None,222,10.1001,NULL,NULL,NULL,1/21/1998,NULL,NULL,American Medical Association (AMA),NULL,0,0,1,JAMA,None,Crossref,Implications for the Application of Results in Clinical Practice,Run-in Periods in Randomized Trials,journal-article,NULL,279,112
113,10.1016/s0378-3758(97)00074-8,http://dx.doi.org/10.1016/s0378-3758(97)00074-8,NULL,S0378375897000748,NULL,NULL,Journal of Statistical Planning and Inference,4/25/2003,2003-04-25 02:46:00,1.05E+12,1/28/2020,2020-01-28 21:34:00,1.58E+12,1/28/2020,2020-01-28 22:10:00,1.58E+12,46,1,NULL,1997/12,NULL,NULL,en,78,None,159-177,10.1016,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,82,82,1,Journal of Statistical Planning and Inference,None,Crossref,None,Non-informative priors do not exist A dialogue with José M. Bernardo,journal-article,NULL,65,113
114,10.1098/rspb.1997.0237,http://dx.doi.org/10.1098/rspb.1997.0237,NULL,10.1098/rspb.1997.0237,NULL,NULL,Proceedings of the Royal Society of London. Series B: Biological Sciences,9/6/2002,2002-09-06 21:24:00,1.03E+12,7/19/2019,2019-07-19 02:34:00,1.56E+12,2/21/2020,2020-02-21 15:24:00,1.58E+12,65,1389,NULL,12/22/1997,NULL,NULL,en,175,None,1707-1714,10.1098,12/22/1997,NULL,NULL,12/22/1997,NULL,NULL,The Royal Society,NULL,41,41,1,Proc. R. Soc. Lond. B,None,Crossref,None,"Physiological effects of hunting red deer (
            Cervus elaphus
            )",journal-article,NULL,264,114
115,10.1098/rspb.1997.0239,http://dx.doi.org/10.1098/rspb.1997.0239,NULL,10.1098/rspb.1997.0239,NULL,NULL,Proceedings of the Royal Society of London. Series B: Biological Sciences,9/6/2002,2002-09-06 21:24:00,1.03E+12,7/19/2019,2019-07-19 02:37:00,1.56E+12,7/1/2020,2020-07-01 22:04:00,1.59E+12,67,1389,NULL,12/22/1997,NULL,NULL,en,175,None,1723-1729,10.1098,12/22/1997,NULL,NULL,12/22/1997,NULL,NULL,The Royal Society,NULL,26,26,1,Proc. R. Soc. Lond. B,None,Crossref,None,The paddlefish rostrum functions as an electrosensory antenna in plankton feeding,journal-article,NULL,264,115
116,10.1111/j.1748-7692.1998.tb00690.x,http://dx.doi.org/10.1111/j.1748-7692.1998.tb00690.x,NULL,10.1111/j.1748-7692.1998.tb00690.x,NULL,NULL,Marine Mammal Science,8/26/2006,2006-08-26 19:55:00,1.16E+12,1/12/2019,2019-01-12 23:10:00,1.55E+12,4/10/2020,2020-04-10 18:32:00,1.59E+12,13,1,NULL,1998/1,NULL,NULL,en,311,None,51-71,10.1111,NULL,NULL,NULL,1998/1,NULL,NULL,Wiley,NULL,38,38,1,Marine Mammal Sci,None,Crossref,None,EXPERIMENTAL RETURN TO THE WILD OF TWO BOTTLENOSE DOLPHINS,journal-article,NULL,14,116
117,10.1001/archderm.134.1.41,http://dx.doi.org/10.1001/archderm.134.1.41,NULL,NULL,NULL,NULL,Archives of Dermatology,3/18/2003,2003-03-18 16:22:00,1.05E+12,12/16/2016,2016-12-16 21:25:00,1.48E+12,4/7/2020,2020-04-07 13:00:00,1.59E+12,73,1,NULL,1/1/1998,NULL,NULL,en,10,None,41,10.1001,NULL,NULL,NULL,1/1/1998,NULL,NULL,American Medical Association (AMA),NULL,0,0,1,Arch Dermatol,None,Crossref,None,Microscopic Morphology of Different Types of Urticaria,journal-article,NULL,134,117
118,10.2307/463409,http://dx.doi.org/10.2307/463409,NULL,NULL,NULL,NULL,PMLA,2/8/2007,2007-02-08 05:16:00,1.17E+12,5/9/2018,2018-05-09 07:19:00,1.53E+12,4/11/2020,2020-04-11 08:43:00,1.59E+12,2,1,NULL,1998/1,NULL,NULL,NULL,1121,None,64,10.2307,NULL,NULL,NULL,1998/1,NULL,NULL,JSTOR,NULL,0,0,1,PMLA,None,Crossref,None,"Phillis Wheatley's Vocation and the Paradox of the ""Afric Muse""",journal-article,NULL,113,118
119,10.1111/1468-0297.00273,http://dx.doi.org/10.1111/1468-0297.00273,NULL,NULL,NULL,NULL,The Economic Journal,3/11/2003,2003-03-11 15:59:00,1.05E+12,1/18/2019,2019-01-18 17:14:00,1.55E+12,6/9/2020,2020-06-09 11:44:00,1.59E+12,50,446,NULL,1/1/1998,NULL,NULL,en,286,None,60-74,10.1093,12/27/2001,NULL,NULL,1/1/1998,NULL,NULL,Oxford University Press (OUP),NULL,0,0,1,None,None,Crossref,None,Miracle on Sixth Avenue: Information Externalities and Search,journal-article,NULL,108,119
120,10.1192/bjp.172.1.35,http://dx.doi.org/10.1192/bjp.172.1.35,"<jats:sec><jats:title>Background</jats:title><jats:p>The lifetime risks of suicide are generally quoted as 15% for affective disorder and alcoholism and 10% for schizophrenia, based on data from 1921–1975 and on calculations performed before computerised modelling techniques became available. This study recalculates the risk using contemporary data and modern techniques.</jats:p></jats:sec><jats:sec><jats:title>Method</jats:title><jats:p>Twenty-seven mortality studies provided data for affective disorder, 27 for alcohol dependence and 29 for schizophrenia. The proportion of the cohort who had died was plotted against the proportion of deaths from suicide. Modelling techniques fitted curves through the data points extrapolating them to cohort extinction, thus estimating the lifetime risk of suicide for each disorder.</jats:p></jats:sec><jats:sec><jats:title>Results</jats:title><jats:p>The lifetime risk was estimated at 6% for affective disorder, 7% for alcohol dependence and 4% for schizophrenia.</jats:p></jats:sec><jats:sec><jats:title>Conclusions</jats:title><jats:p>The lifetime suicide risk figures often quoted in the literature appear to be too high.</jats:p></jats:sec>",S000712500014913X,NULL,NULL,British Journal of Psychiatry,10/15/2008,2008-10-15 05:40:00,1.22E+12,5/11/2019,2019-05-11 19:33:00,1.56E+12,4/28/2020,2020-04-28 07:44:00,1.59E+12,334,1,NULL,1998/1,NULL,NULL,en,170,None,35-37,10.1192,1/3/2018,NULL,NULL,1998/1,NULL,NULL,Royal College of Psychiatrists,NULL,9,9,1,Br J Psychiatry,None,Crossref,None,"Lifetime risk of suicide for affective disorder, alcoholism and schizophrenia",journal-article,NULL,172,120
121,10.1016/s0743-0167(97)00029-6,http://dx.doi.org/10.1016/s0743-0167(97)00029-6,NULL,S0743016797000296,NULL,NULL,Journal of Rural Studies,5/13/2003,2003-05-13 02:26:00,1.05E+12,4/19/2019,2019-04-19 06:25:00,1.56E+12,3/30/2020,2020-03-30 22:27:00,1.59E+12,6,4,NULL,1997/10,NULL,NULL,en,78,None,377-386,10.1016,NULL,NULL,NULL,1997/10,NULL,NULL,Elsevier BV,NULL,45,45,1,Journal of Rural Studies,None,Crossref,None,Is there still a frontier? The 1890 US census and the modern American West,journal-article,NULL,13,121
122,10.1016/s0091-6749(98)70190-3,http://dx.doi.org/10.1016/s0091-6749(98)70190-3,NULL,S0091674998701903,NULL,NULL,Journal of Allergy and Clinical Immunology,11/16/2005,2005-11-16 12:24:00,1.13E+12,1/21/2019,2019-01-21 01:20:00,1.55E+12,5/21/2020,2020-05-21 10:26:00,1.59E+12,247,1,NULL,1998/1,NULL,NULL,en,78,None,33-37,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,20,20,1,Journal of Allergy and Clinical Immunology,None,Crossref,None,Epinephrine absorption in children with a history of anaphylaxis,journal-article,NULL,101,122
123,10.1016/s0091-6749(98)70192-7,http://dx.doi.org/10.1016/s0091-6749(98)70192-7,NULL,S0091674998701927,NULL,NULL,Journal of Allergy and Clinical Immunology,11/16/2005,2005-11-16 12:24:00,1.13E+12,1/21/2019,2019-01-21 01:20:00,1.55E+12,5/8/2020,2020-05-08 17:43:00,1.59E+12,30,1,NULL,1998/1,NULL,NULL,en,78,None,45-50,10.1016,NULL,NULL,NULL,1998/1,NULL,NULL,Elsevier BV,NULL,25,25,1,Journal of Allergy and Clinical Immunology,None,Crossref,None,Do dairy products induce bronchoconstriction in adults with asthma?,journal-article,NULL,101,123
124,10.1046/j.1365-2583.1998.71048.x,http://dx.doi.org/10.1046/j.1365-2583.1998.71048.x,NULL,10.1046/j.1365-2583.1998.71048.x,NULL,NULL,Insect Molecular Biology,3/12/2003,2003-03-12 02:09:00,1.05E+12,4/5/2017,2017-04-05 07:10:00,1.49E+12,6/8/2020,2020-06-08 13:23:00,1.59E+12,105,1,NULL,1998/2,NULL,NULL,en,311,None,95-99,10.1111,NULL,NULL,NULL,1998/2,NULL,NULL,Wiley,NULL,0,0,1,Insect Mol Biol,None,Crossref,None,Preparation and purification of DNA from insects for AFLP analysis,journal-article,NULL,7,124
125,10.1006/appe.1997.0096,http://dx.doi.org/10.1006/appe.1997.0096,NULL,S0195666397900969,NULL,NULL,Appetite,9/16/2002,2002-09-16 13:49:00,1.03E+12,12/16/2019,2019-12-16 14:44:00,1.58E+12,4/11/2020,2020-04-11 06:44:00,1.59E+12,98,3,NULL,1997/12,NULL,NULL,en,78,None,291-304,10.1006,NULL,NULL,NULL,1997/12,NULL,NULL,Elsevier BV,NULL,29,29,1,Appetite,None,Crossref,None,A Satiety Quotient: A Formulation to Assess the Satiating Effect of Food,journal-article,NULL,29,125
126,10.1016/s0031-9384(97)00444-7,http://dx.doi.org/10.1016/s0031-9384(97)00444-7,NULL,S0031938497004447,NULL,NULL,Physiology & Behavior,7/25/2002,2002-07-25 23:33:00,1.03E+12,4/17/2019,2019-04-17 23:55:00,1.56E+12,3/30/2020,2020-03-30 22:51:00,1.59E+12,23,3,NULL,1998/2,NULL,NULL,en,78,None,377-379,10.1016,NULL,NULL,NULL,1998/2,NULL,NULL,Elsevier BV,NULL,22,22,1,Physiology & Behavior,None,Crossref,None,Fever in Goldfish Is Induced by Pyrogens But Not by Handling,journal-article,NULL,63,126
